Seq #,Journal Title,ISSN,E-ISSN,WoS Edition,WoS Category,Active WoS CC
D8080J,ACS Sensors,2379-3694,2379-3694,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
D8080J,ACS Sensors,2379-3694,2379-3694,SCIE,NANOSCIENCE & NANOTECHNOLOGY,Yes
D1698J,ACS Sustainable Chemistry & Engineering,2168-0485,2168-0485,SCIE,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Yes
D1698J,ACS Sustainable Chemistry & Engineering,2168-0485,2168-0485,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
D1698J,ACS Sustainable Chemistry & Engineering,2168-0485,2168-0485,SCIE,ENGINEERING> CHEMICAL,Yes
00010S,ACS Symposium Series,0097-6156,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
D1166J,ACS Synthetic Biology,2161-5063,2161-5063,SCIE,BIOCHEMICAL RESEARCH METHODS,Yes
13214J,ACSMS HEALTH & FITNESS JOURNAL,1091-5397,1536-593X,SCIE,SPORT SCIENCES,Yes
11504J,ACTA ACUSTICA,1022-4793,,SCIE,ACOUSTICS,No
13869J,ACTA ACUSTICA UNITED WITH ACUSTICA,1610-1928,1861-9959,SCIE,ACOUSTICS,Yes
C3308J,ACTA ADRIATICA,0001-5113,1846-0453,SCIE,OCEANOGRAPHY,Yes
C3308J,ACTA ADRIATICA,0001-5113,1846-0453,SCIE,MARINE & FRESHWATER BIOLOGY,Yes
00153J,ACTA AGRICULTURAE SCANDINAVICA,0001-5121,,SCIE,AGRONOMY,No
09891J,ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,0906-4702,1651-1972,SCIE,AGRICULTURE> DAIRY & ANIMAL SCIENCE,Yes
09890J,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,0906-4710,1651-1913,SCIE,SOIL SCIENCE,Yes
09890J,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,0906-4710,1651-1913,SCIE,AGRONOMY,Yes
00171J,ACTA ALIMENTARIA,0139-3006,1588-2535,SCIE,NUTRITION & DIETETICS,Yes
00171J,ACTA ALIMENTARIA,0139-3006,1588-2535,SCIE,FOOD SCIENCE & TECHNOLOGY,Yes
00176J,ACTA ALLERGOLOGICA,0001-5148,,SCIE,ALLERGY,No
C1582J,ACTA AMAZONICA,0044-5967,1809-4392,SCIE,ECOLOGY,Yes
C1582J,ACTA AMAZONICA,0044-5967,1809-4392,SCIE,PLANT SCIENCES,Yes
C1582J,ACTA AMAZONICA,0044-5967,1809-4392,SCIE,ZOOLOGY,Yes
00198J,ACTA ANAESTHESIOLOGICA BELGICA,0001-5164,,SCIE,ANESTHESIOLOGY,No
00220J,ACTA ANAESTHESIOLOGICA SCANDINAVICA,0001-5172,1399-6576,SCIE,ANESTHESIOLOGY,Yes
C8856J,Acta Analytica-International Periodical for Philosophy in the Analytical Tradition,0353-5150,1874-6349,AHCI,PHILOSOPHY,Yes
00264J,ACTA ANATOMICA,0001-5180,,SCIE,ANATOMY & MORPHOLOGY,No
D5372J,Acta Angiologica,1234-950X,1644-3276,ESCI,PERIPHERAL VASCULAR DISEASE,Yes
00745J,ACTA ANTIQUA ACADEMIAE SCIENTIARUM HUNGARICAE,0044-5975,,AHCI,ARCHAEOLOGY,No
04898J,ACTA APPLICANDAE MATHEMATICAE,0167-8019,1572-9036,SCIE,MATHEMATICS> APPLIED,Yes
00308J,ACTA ARCHAEOLOGICA,0065-101X,1600-0390,AHCI> SSCI,ARCHAEOLOGY,Yes
03565J,ACTA ARITHMETICA,0065-1036,1730-6264,SCIE,MATHEMATICS,Yes
00330J,ACTA ASTRONAUTICA,0094-5765,1879-2030,SCIE,ENGINEERING> AEROSPACE,Yes
10203J,ACTA ASTRONOMICA,0001-5237,0001-5237,SCIE,ASTRONOMY & ASTROPHYSICS,Yes
D6130J,Acta Balneologica,2082-1867,2082-1867,ESCI,REHABILITATION,Yes
12489J,ACTA BIOCHIMICA AND BIOPHYSICA ACADEMIAE SCIENTARIUM HUNGARICA,,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
00352J,ACTA BIOCHIMICA ET BIOPHYSICA HUNGARICA,0237-6261,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
00352J,ACTA BIOCHIMICA ET BIOPHYSICA HUNGARICA,0237-6261,,SCIE,BIOPHYSICS,No
10366J,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,1672-9145,1745-7270,SCIE,BIOPHYSICS,Yes
10366J,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,1672-9145,1745-7270,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
00396J,ACTA BIOCHIMICA IRANICA,,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
00440J,ACTA BIOCHIMICA POLONICA,0001-527X,1734-154X,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
D7431J,Acta Bioclinica,2244-8136,2244-8136,ESCI,DENTISTRY> ORAL SURGERY & MEDICINE,Yes
C8648J,Acta Bioethica,1726-569X,1726-569X,SCIE> SSCI,SOCIAL SCIENCES> BIOMEDICAL,Yes
C8648J,Acta Bioethica,1726-569X,1726-569X,SCIE> SSCI,MEDICAL ETHICS,Yes
C8648J,Acta Bioethica,1726-569X,1726-569X,SCIE> SSCI,ETHICS,Yes
C1798J,ACTA BIOLOGICA COLOMBIANA,0120-548X,1900-1649,SCIE,PLANT SCIENCES,Yes
C1798J,ACTA BIOLOGICA COLOMBIANA,0120-548X,1900-1649,SCIE,ZOOLOGY,Yes
00528J,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,0001-5296,1898-0295,SCIE,PLANT SCIENCES,Yes
00572J,ACTA BIOLOGICA CRACOVIENSIA SERIES ZOOLOGIA,0001-530X,,SCIE,ZOOLOGY,No
00616J,ACTA BIOLOGICA ET MEDICA GERMANICA,0001-5318,,SCIE,BIOLOGY,No
05904J,ACTA BIOLOGICA HUNGARICA,0236-5383,1588-256X,SCIE,BIOLOGY,Yes
C6254J,Acta Biomaterialia,1742-7061,1878-7568,SCIE,MATERIALS SCIENCE> BIOMATERIALS,Yes
C6254J,Acta Biomaterialia,1742-7061,1878-7568,SCIE,ENGINEERING> BIOMEDICAL,Yes
10439J,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,0325-2957,1851-6114,SCIE,MEDICAL LABORATORY TECHNOLOGY,Yes
04799J,ACTA BIOTECHNOLOGICA,0138-4988,,SCIE,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,No
00401J,ACTA BIOTHEORETICA,0001-5342,1572-8358,SCIE,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Yes
C8975J,Acta Borealia,0800-3831,1503-111X,AHCI,HUMANITIES> MULTIDISCIPLINARY,Yes
00638J,ACTA BOTANICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5350,,SCIE,PLANT SCIENCES,No
C8701J,Acta Botanica Brasilica,0102-3306,1677-941X,SCIE,PLANT SCIENCES,Yes
C1164J,ACTA BOTANICA CROATICA,0365-0588,1847-8476,SCIE,PLANT SCIENCES,Yes
10372J,ACTA BOTANICA GALLICA,1253-8078,,SCIE,PLANT SCIENCES,No
05971J,ACTA BOTANICA HUNGARICA,0236-6495,,SCIE,PLANT SCIENCES,No
C7497J,Acta Botanica Mexicana,0187-7151,,SCIE,PLANT SCIENCES,Yes
00660J,ACTA BOTANICA NEERLANDICA,0044-5983,,SCIE,PLANT SCIENCES,No
12292J,ACTA BOTANICA SINICA,0577-7496,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
12292J,ACTA BOTANICA SINICA,0577-7496,,SCIE,PLANT SCIENCES,No
00682J,ACTA CARDIOLOGICA,0001-5385,1784-973X,SCIE,CARDIAC & CARDIOVASCULAR SYSTEMS,Yes
C7251J,Acta Cardiologica Sinica,1011-6842,,SCIE,CARDIAC & CARDIOVASCULAR SYSTEMS,Yes
C4712J,ACTA CARSOLOGICA,0583-6050,1580-2612,SCIE,GEOSCIENCES> MULTIDISCIPLINARY,Yes
D6077J,Acta Chemica Iasi,2067-2438,2067-2446,ESCI,CHEMISTRY> MULTIDISCIPLINARY,Yes
00704J,ACTA CHEMICA SCANDINAVICA,0904-213X,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
00704J,ACTA CHEMICA SCANDINAVICA,0904-213X,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
00715J,ACTA CHEMICA SCANDINAVICA SERIES A-PHYSICAL AND INORGANIC CHEMISTRY,0302-4377,,SCIE,CHEMISTRY> PHYSICAL,No
00715J,ACTA CHEMICA SCANDINAVICA SERIES A-PHYSICAL AND INORGANIC CHEMISTRY,0302-4377,,SCIE,CHEMISTRY> INORGANIC & NUCLEAR,No
00718J,ACTA CHEMICA SCANDINAVICA SERIES B-ORGANIC CHEMISTRY AND BIOCHEMISTRY,0302-4369,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
00718J,ACTA CHEMICA SCANDINAVICA SERIES B-ORGANIC CHEMISTRY AND BIOCHEMISTRY,0302-4369,,SCIE,CHEMISTRY> ORGANIC,No
00748J,ACTA CHIMICA ACADEMIAE SCIENTARIUM HUNGARICAE,0001-5407,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
04868J,ACTA CHIMICA HUNGARICA-MODELS IN CHEMISTRY,0231-3146,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
02385J,ACTA CHIMICA SINICA,0567-7351,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
13053J,ACTA CHIMICA SLOVENICA,1318-0207,1580-3155,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
13515J,ACTA CHIROPTEROLOGICA,1508-1109,1733-5329,SCIE,ZOOLOGY,Yes
C7308J,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,0001-5415,,SCIE,ORTHOPEDICS,Yes
00854J,ACTA CHIRURGIAE PLASTICAE,0001-5423,,SCIE,SURGERY,No
00836J,ACTA CHIRURGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5431,,SCIE,SURGERY,No
00841J,ACTA CHIRURGICA AUSTRIACA,0001-544X,,SCIE,SURGERY,No
00847J,ACTA CHIRURGICA BELGICA,0001-5458,,SCIE,SURGERY,Yes
00880J,ACTA CHIRURGICA SCANDINAVICA,0001-5482,,SCIE,SURGERY,No
09462J,ACTA CHIRURGICA-THE EUROPEAN JOURNAL OF SURGERY,0001-5482,,SCIE,SURGERY,No
13885J,ACTA CHROMATOGRAPHICA,1233-2356,2083-5736,SCIE,CHEMISTRY> ANALYTICAL,Yes
C8017J,Acta Cirurgica Brasileira,0102-8650,1678-2674,SCIE,SURGERY,Yes
C9563J,Acta Classica,0065-1141,2227-538X,AHCI,CLASSICS,Yes
00949J,ACTA CLINICA BELGICA,1784-3286,2295-3337,SCIE,MEDICINE> GENERAL & INTERNAL,Yes
C8187J,Acta Clinica Croatica,0353-9466,1333-9451,SCIE,MEDICINE> GENERAL & INTERNAL,Yes
04910J,ACTA CRYSTALLOGRAPHICA,0108-7673,,SCIE,CRYSTALLOGRAPHY,No
00975J,Acta Crystallographica A-Foundation and Advances,2053-2733,2053-2733,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
00975J,Acta Crystallographica A-Foundation and Advances,2053-2733,2053-2733,SCIE,CRYSTALLOGRAPHY,Yes
12490J,ACTA CRYSTALLOGRAPHICA SECTION A-CRYSTAL PHYSICS DIFFRACTION THEORETICAL AND GENERAL CRYSTALLOGRAPHY,0567-7394,,SCIE,CRYSTALLOGRAPHY,No
12491J,ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL CRYSTALLOGRAPHY AND CRYSTAL CHEMISTRY,,,SCIE,CRYSTALLOGRAPHY,No
00976J,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2052-5206,2052-5206,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
00976J,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2052-5206,2052-5206,SCIE,CRYSTALLOGRAPHY,Yes
04611J,Acta Crystallographica Section C-Structural Chemistry,2053-2296,2053-2296,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
04611J,Acta Crystallographica Section C-Structural Chemistry,2053-2296,2053-2296,SCIE,CRYSTALLOGRAPHY,Yes
10202J,Acta Crystallographica Section D-Structural Biology,2059-7983,2059-7983,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
10202J,Acta Crystallographica Section D-Structural Biology,2059-7983,2059-7983,SCIE,BIOCHEMICAL RESEARCH METHODS,Yes
10202J,Acta Crystallographica Section D-Structural Biology,2059-7983,2059-7983,SCIE,CRYSTALLOGRAPHY,Yes
10202J,Acta Crystallographica Section D-Structural Biology,2059-7983,2059-7983,SCIE,BIOPHYSICS,Yes
13650J,Acta Crystallographica Section E-Crystallographic Communications,2056-9890,2056-9890,SCIE> ESCI,CRYSTALLOGRAPHY,Yes
C6097J,Acta Crystallographica Section F-Structural Biology Communications,2053-230X,2053-230X,SCIE,BIOPHYSICS,Yes
C6097J,Acta Crystallographica Section F-Structural Biology Communications,2053-230X,2053-230X,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
C6097J,Acta Crystallographica Section F-Structural Biology Communications,2053-230X,2053-230X,SCIE,BIOCHEMICAL RESEARCH METHODS,Yes
C6097J,Acta Crystallographica Section F-Structural Biology Communications,2053-230X,2053-230X,SCIE,CRYSTALLOGRAPHY,Yes
D7898J,Acta Cybernetica,0324-721X,0324-721X,ESCI,COMPUTER SCIENCE> CYBERNETICS,Yes
01012J,ACTA CYTOLOGICA,0001-5547,1938-2650,SCIE> ESCI,PATHOLOGY,Yes
01056J,ACTA DERMATO-VENEREOLOGICA,0001-5555,1651-2057,SCIE,DERMATOLOGY,Yes
D7455J,Acta Dermatovenerologica Alpina Pannonica et Adriatica,1318-4458,1581-2979,ESCI,DERMATOLOGY,Yes
C7266J,Acta Dermatovenerologica Croatica,1330-027X,1847-6538,SCIE,DERMATOLOGY,Yes
09606J,ACTA DIABETOLOGICA,0940-5429,1432-5233,SCIE,ENDOCRINOLOGY & METABOLISM,Yes
01133J,ACTA EMBRYOLOGIAE EXPERIMENTALIS,0065-1184,,SCIE,ANATOMY & MORPHOLOGY,No
01144J,ACTA ENDOCRINOLOGICA,0001-5598,,SCIE,ENDOCRINOLOGY & METABOLISM,No
01347J,ACTA ENDOCRINOLOGICA PANAMERICANA,,,SCIE,ENDOCRINOLOGY & METABOLISM,No
C7107J,Acta Endocrinologica-Bucharest,1841-0987,1843-066X,SCIE,ENDOCRINOLOGY & METABOLISM,Yes
C6844J,Acta Endoscopica,0240-642X,,SCIE,SURGERY,No
01188J,ACTA ENTOMOLOGICA BOHEMOSLOVACA,0001-5601,,SCIE,ENTOMOLOGY,No
C3326J,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0374-1036,1804-6487,SCIE,ENTOMOLOGY,Yes
D9642J,Acta et Commentationes Universitatis Tartuensis de Mathematica,1406-2283,2228-4699,ESCI,MATHEMATICS,Yes
00977J,ACTA ETHNOGRAPHICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5628,,AHCI>SSCI,ARCHAEOLOGY,No
C3101J,ACTA ETHOLOGICA,0873-9749,1437-9546,SCIE,ZOOLOGY,Yes
C3101J,ACTA ETHOLOGICA,0873-9749,1437-9546,SCIE,BEHAVIORAL SCIENCES,Yes
D3606J,Acta Facultatis Medicae Naissensis,0351-6083,2217-2521,ESCI,MEDICINE> GENERAL & INTERNAL,Yes
01199J,ACTA FACULTATIS RERUM NATURALIUM UNIVERSITATIS COMENIANAE SERIES PHYSIOLOGIA PLANTARUM,0373-8205,,SCIE,PLANT SCIENCES,No
01204J,ACTA FACULTATIS RERUM NATURALIUM UNIVERSITATIS COMENIANAE SERIES ZOOLOGIA,0524-2363,,SCIE,ZOOLOGY,No
D9054J,Acta Facultatis Xylologiae Zvolen,1336-3824,1336-3824,ESCI,MATERIALS SCIENCE> PAPER & WOOD,Yes
01210J,ACTA GASTRO-ENTEROLOGICA BELGICA,1784-3227,,SCIE,GASTROENTEROLOGY & HEPATOLOGY,Yes
05674J,ACTA GENETICA ET STATISTICA MEDICA,0001-5652,,SCIE,GENETICS & HEREDITY,No
05674J,ACTA GENETICA ET STATISTICA MEDICA,0001-5652,,SCIE,STATISTICS & PROBABILITY,No
01232J,ACTA GENETICAE MEDICAE ET GEMELLOLOGIAE,0001-5660,,SCIE,GENETICS & HEREDITY,No
D7329J,Acta Geochimica,2096-0956,2365-7499,ESCI,GEOCHEMISTRY & GEOPHYSICS,Yes
D1562J,Acta Geodaetica et Geophysica,2213-5812,2213-5820,SCIE,GEOCHEMISTRY & GEOPHYSICS,Yes
C8372J,Acta Geodaetica et Geophysica Hungarica,1217-8977,,SCIE,GEOCHEMISTRY & GEOPHYSICS,No
C7313J,Acta Geodynamica et Geomaterialia,1214-9705,,SCIE,MINING & MINERAL PROCESSING,Yes
C7313J,Acta Geodynamica et Geomaterialia,1214-9705,,SCIE,GEOCHEMISTRY & GEOPHYSICS,Yes
C8584J,Acta Geographica Slovenica-Geografski Zbornik,1581-6613,1854-5106,SCIE,GEOGRAPHY> PHYSICAL,Yes
C3331J,ACTA GEOLOGICA POLONICA,0001-5709,2300-1887,SCIE,GEOLOGY,Yes
09083J,ACTA GEOLOGICA SINICA-ENGLISH EDITION,1000-9515,1755-6724,SCIE,GEOSCIENCES> MULTIDISCIPLINARY,Yes
C7603J,Acta Geophysica,1895-7455,1895-7455,SCIE,GEOCHEMISTRY & GEOPHYSICS,Yes
03247J,ACTA GEOPHYSICA SINICA,0001-5733,,SCIE,GEOCHEMISTRY & GEOPHYSICS,No
D0291J,Acta Geotechnica,1861-1125,1861-1133,SCIE,ENGINEERING> GEOLOGICAL,Yes
C7664J,Acta Geotechnica Slovenica,1854-0171,,SCIE,ENGINEERING> GEOLOGICAL,Yes
D5971J,Acta Germanica-German studies in Africa,0065-1273,0065-1273,ESCI,LANGUAGE & LINGUISTICS,Yes
01320J,ACTA GERONTOLOGICA,0001-5741,,SCIE,GERIATRICS & GERONTOLOGY,No
01342J,ACTA GINECOLOGICA,0001-5776,,SCIE,OBSTETRICS & GYNECOLOGY,No
D8724J,Acta Gymnica,2336-4912,2336-4920,ESCI,SPORT SCIENCES,Yes
01364J,ACTA HAEMATOLOGICA,0001-5792,1421-9662,SCIE,HEMATOLOGY,Yes
01386J,ACTA HEPATO-GASTROENTEROLOGICA,0300-970X,,SCIE,GASTROENTEROLOGY & HEPATOLOGY,No
01408J,ACTA HEPATO-SPLENOLOGICA,0001-5822,,SCIE,GASTROENTEROLOGY & HEPATOLOGY,No
C7360J,Acta Herpetologica,1827-9635,1827-9643,SCIE,ZOOLOGY,Yes
01452J,ACTA HISTOCHEMICA,0065-1281,1618-0372,SCIE,CELL BIOLOGY,Yes
01463J,ACTA HISTOCHEMICA ET CYTOCHEMICA,0044-5991,1347-5800,SCIE,CELL BIOLOGY,Yes
03601J,ACTA HISTORIAE ARTIUM ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5830,,AHCI,HISTORY,No
03601J,ACTA HISTORIAE ARTIUM ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5830,,AHCI,ART,No
00580J,ACTA HISTORICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5849,,AHCI,HISTORY,No
C8702J,Acta Historica Tallinnensia,1406-2925,1736-7476,AHCI,HISTORY,Yes
C8756J,Acta Histriae,1318-0185,,AHCI> SSCI,HISTORY,Yes
01468J,ACTA HYDROCHIMICA ET HYDROBIOLOGICA,0323-4320,,SCIE,ENVIRONMENTAL SCIENCES,No
01468J,ACTA HYDROCHIMICA ET HYDROBIOLOGICA,0323-4320,,SCIE,MARINE & FRESHWATER BIOLOGY,No
01468J,ACTA HYDROCHIMICA ET HYDROBIOLOGICA,0323-4320,,SCIE,WATER RESOURCES,No
C3334J,ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592,1734-1515,SCIE,ZOOLOGY,Yes
C3334J,ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592,1734-1515,SCIE,FISHERIES,Yes
01474J,ACTA INFORMATICA,0001-5903,1432-0525,SCIE,COMPUTER SCIENCE> INFORMATION SYSTEMS,Yes
12492J,ACTA ISOTOPICA,,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
D8450J,Acta Kinesiologica,1840-2976,1840-3700,ESCI,SPORT SCIENCES,Yes
D0979J,Acta Koreana,1520-7412,,AHCI,ASIAN STUDIES,Yes
01617J,ACTA LINGUISTICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5946,,AHCI,LANGUAGE & LINGUISTICS,No
C7094J,Acta Linguistica Hungarica,1216-8076,1588-2624,AHCI> SSCI,LINGUISTICS,Yes
C7094J,Acta Linguistica Hungarica,1216-8076,1588-2624,AHCI> SSCI,LANGUAGE & LINGUISTICS,Yes
C8703J,Acta Literaria,0717-6848,0717-6848,AHCI,LITERATURE> ROMANCE,Yes
11684J,ACTA MATERIALIA,1359-6454,1873-2453,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
11684J,ACTA MATERIALIA,1359-6454,1873-2453,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
01584J,ACTA MATHEMATICA,0001-5962,1871-2509,SCIE,MATHEMATICS,Yes
01540J,ACTA MATHEMATICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5954,,SCIE,MATHEMATICS,No
04899J,ACTA MATHEMATICA HUNGARICA,0236-5294,1588-2632,SCIE,MATHEMATICS,Yes
04877J,ACTA MATHEMATICA SCIENTIA,0252-9602,1572-9087,SCIE,MATHEMATICS,Yes
12365J,ACTA MATHEMATICA SINICA-ENGLISH SERIES,1439-8516,1439-7617,SCIE,MATHEMATICS,Yes
12365J,ACTA MATHEMATICA SINICA-ENGLISH SERIES,1439-8516,1439-7617,SCIE,MATHEMATICS> APPLIED,Yes
D9917J,Acta Mathematica Universitatis Comenianae,0231-6986,0862-9544,ESCI,MATHEMATICS,Yes
12493J,ACTA MATHEMATICA UPPSALA,,,SCIE,MATHEMATICS,No
D8390J,Acta Mathematica Vietnamica,0251-4184,2315-4144,ESCI,MATHEMATICS,Yes
C7146J,Acta Mathematicae Applicatae Sinica-English Series,0168-9673,1618-3932,SCIE,MATHEMATICS> APPLIED,Yes
01606J,ACTA MECHANICA,0001-5970,1619-6937,SCIE,MECHANICS,Yes
D9033J,Acta Mechanica et Automatica,1898-4088,2300-5319,ESCI,ENGINEERING> MECHANICAL,Yes
11361J,ACTA MECHANICA SINICA,0567-7718,1614-3116,SCIE,MECHANICS,Yes
11361J,ACTA MECHANICA SINICA,0567-7718,1614-3116,SCIE,ENGINEERING> MECHANICAL,Yes
09885J,ACTA MECHANICA SOLIDA SINICA,0894-9166,1860-2134,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
09885J,ACTA MECHANICA SOLIDA SINICA,0894-9166,1860-2134,SCIE,MECHANICS,Yes
01628J,ACTA MEDICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5989,,SCIE,MEDICINE> GENERAL & INTERNAL,No
03760J,ACTA MEDICA AUSTRIACA,0303-8173,,SCIE,MEDICINE> GENERAL & INTERNAL,No
05871J,ACTA MEDICA HUNGARICA,0236-5286,,SCIE,MEDICINE> GENERAL & INTERNAL,No
D4057J,Acta Medica Indonesiana,0125-9326,2338-2732,ESCI,MEDICINE> GENERAL & INTERNAL,Yes
C8077J,Acta Medica Mediterranea,0393-6384,2283-9720,SCIE,MEDICINE> GENERAL & INTERNAL,Yes
01672J,ACTA MEDICA OKAYAMA,0386-300X,0386-300X,SCIE,MEDICINE> RESEARCH & EXPERIMENTAL,Yes
01650J,ACTA MEDICA PERUANA,1018-8800,,SCIE,MEDICINE> GENERAL & INTERNAL,No
C8373J,Acta Medica Portuguesa,1646-0758,,SCIE,MEDICINE> GENERAL & INTERNAL,Yes
01716J,ACTA MEDICA SCANDINAVICA,0001-6101,,SCIE,MEDICINE> GENERAL & INTERNAL,No
D6394J,Acta Medico-Historica Adriatica,1334-4366,1334-6253,ESCI,HISTORY & PHILOSOPHY OF SCIENCE,Yes
01804J,ACTA METALLURGICA,0001-6160,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
09077J,ACTA METALLURGICA ET MATERIALIA,0956-7151,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
09077J,ACTA METALLURGICA ET MATERIALIA,0956-7151,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
13700J,ACTA METALLURGICA SINICA,0412-1961,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
D0693J,Acta Metallurgica Sinica-English Letters,1006-7191,2194-1289,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
D9284J,Acta Metallurgica Slovaca,1335-1532,1338-1156,ESCI,METALLURGY & METALLURGICAL ENGINEERING,Yes
C7309J,Acta Meteorologica Sinica,0894-0525,,SCIE,METEOROLOGY & ATMOSPHERIC SCIENCES,No
01848J,ACTA MICROBIOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-6187,,SCIE,MICROBIOLOGY,No
C1171J,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,1217-8950,1588-2640,SCIE,MICROBIOLOGY,Yes
C1171J,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,1217-8950,1588-2640,SCIE,IMMUNOLOGY,Yes
05830J,ACTA MICROBIOLOGICA HUNGARICA,0231-4622,,SCIE,MICROBIOLOGY,No
01860J,ACTA MICROBIOLOGICA POLONICA,0001-6195,,SCIE,MICROBIOLOGY,No
01897J,ACTA MICROBIOLOGICA POLONICA SERIES A-MICROBIOLOGIA GENERALIS,0001-6195,,SCIE,MICROBIOLOGY,No
01902J,ACTA MICROBIOLOGICA POLONICA SERIES B-MICROBIOLOGIA APPLICATA,0001-6195,,SCIE,MICROBIOLOGY,No
C9037J,Acta Microscopica,0798-4545,2224-8927,SCIE,MICROSCOPY,Yes
D7818J,ACTA MISSIOLOGICA,1337-7515,2453-7160,ESCI,RELIGION,Yes
C7431J,Acta Montanistica Slovaca,1335-1788,,SCIE,MINING & MINERAL PROCESSING,Yes
C7431J,Acta Montanistica Slovaca,1335-1788,,SCIE,GEOSCIENCES> MULTIDISCIPLINARY,Yes
01936J,ACTA MORPHOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-6217,,SCIE,ANATOMY & MORPHOLOGY,No
05801J,ACTA MORPHOLOGICA HUNGARICA,0001-6217,,SCIE,ANATOMY & MORPHOLOGY,No
01980J,ACTA MORPHOLOGICA NEERLANDO-SCANDINAVICA,0001-6225,,SCIE,ANATOMY & MORPHOLOGY,No
00826J,ACTA MOZARTIANA,0001-6233,,AHCI,MUSIC,No
00310J,ACTA MUSICOLOGICA,0001-6241,,AHCI,MUSIC,Yes
C9702J,Acta Naturae,2075-8251,2075-8251,SCIE,CELL BIOLOGY,Yes
D6581J,Acta Neophilologica,0567-784X,2350-417X,ESCI,LITERATURE,Yes
01991J,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,0065-1400,1689-0035,SCIE,NEUROSCIENCES,Yes
02002J,ACTA NEUROCHIRURGICA,0001-6268,0942-0940,SCIE,SURGERY,Yes
02002J,ACTA NEUROCHIRURGICA,0001-6268,0942-0940,SCIE,CLINICAL NEUROLOGY,Yes
